|||||||244|1|2020-11-10 12:50:00|a|B 2,0-2,2 STD CHASIS|TRUE|MAZDA|Mini|0|2200|Gasolina|||Pasajeros|Mecanica||null
|||||||245|1|2020-11-10 12:50:00|a|B2600 CHASIS|TRUE|MAZDA|Mini|0|2600|Gasolina|||Pasajeros|Mecanica||null
|||||||246|1|2020-11-10 12:50:00|a|MAZDA 323 COUPE|TRUE|MAZDA|Taxi|0|1300|Gasolina|||Pasajeros|Mecanica|MAZDA 323|null
|||||||247|1|2020-11-10 12:50:00|a|B2200 DOBLE CABINA|TRUE|MAZDA|Mini|0|2200|Gasolina|||Pasajeros|Mecanica||null
|||||||248|1|2020-11-10 12:50:00|a|B2600 DOBLE CABINA|TRUE|MAZDA|Mini|0|2600|Gasolina|||Pasajeros|Mecanica||null
|||||||249|1|2020-11-10 12:50:00|a|B2600 DOBLE CABINA SP|TRUE|MAZDA|Mini|0|2600|Gasolina|||Pasajeros|Mecanica||null
|||||||250|1|2020-11-10 12:50:00|a|B2200 DOBLE CABINA SP 4X2|TRUE|MAZDA|Mini|0|2200|Gasolina|||Pasajeros|Mecanica||null
|||||||251|1|2020-11-10 12:50:00|a|MAZDA ALLEGRO HB 1,8|TRUE|MAZDA|Mini|0|1800|Gasolina|||Pasajeros|Mecanica|ALLEGRO|null
|||||||252|1|2020-11-10 12:50:00|a|MAZDA 323 HE|TRUE|MAZDA|Mini|0|1300|Gasolina|||Pasajeros|Mecanica|MAZDA 323|null
|||||||253|1|2020-11-10 12:50:00|a|MAZDA 626 125 HP|TRUE|MAZDA|Mini|0|2000|Gasolina|||Pasajeros|Mecanica|MAZDA 626|null
|||||||254|1|2020-11-10 12:50:00|a|323 HS|TRUE|MAZDA|Mini|5|1300|Gasolina|||Pasajeros|Mecanica||null
|||||||255|1|2020-11-10 12:50:00|a|323 1,5 HX 3 PTAS|TRUE|MAZDA|Mini|0|1300|Gasolina|||Pasajeros|Mecanica||null
|||||||256|1|2020-11-10 12:50:00|a|323 1,6 5 PTAS|TRUE|MAZDA|Mini|0|1600|Gasolina|||Pasajeros|Mecanica||null
|||||||257|1|2020-11-10 12:50:00|a|MAZDA 121 1,3|TRUE|MAZDA|Mini|0|1300|Gasolina|||Pasajeros|Mecanica||null
